timestamp,road,hour,velocity_kmh,density_veh_km,flow_veh_h,wait_time_sec,stops_count
2024-01-01 06:10:00,Av. México,6,50.64,47.49,300.0,97.15,4
2024-01-01 06:20:00,Av. México,6,42.82,53.42,300.0,136.49,4
2024-01-01 06:30:00,Av. México,6,62.48,47.87,300.0,58.36,2
2024-01-01 06:40:00,Av. México,6,50.44,37.79,300.0,120.5,5
2024-01-01 06:50:00,Av. México,6,72.11,27.94,300.0,46.0,2
2024-01-01 07:00:00,Av. México,7,68.93,24.61,300.0,25.26,0
2024-01-01 07:10:00,Av. México,7,72.32,24.06,300.0,18.64,0
2024-01-01 07:20:00,Av. México,7,57.37,28.49,300.0,77.25,4
2024-01-01 07:30:00,Av. México,7,65.43,7.76,300.0,58.36,4
2024-01-01 07:40:00,Av. México,7,61.61,50.69,312.35,69.91,3
2024-01-01 07:50:00,Av. México,7,56.15,20.21,300.0,90.26,6
2024-01-01 08:00:00,Av. México,8,50.8,27.12,300.0,121.63,4
2024-01-01 08:10:00,Av. México,8,66.84,36.58,300.0,55.17,1
2024-01-01 08:20:00,Av. México,8,51.08,20.5,300.0,101.4,4
2024-01-01 08:30:00,Av. México,8,61.89,35.25,300.0,92.83,6
2024-01-01 08:40:00,Av. México,8,59.3,44.23,300.0,83.32,1
2024-01-01 08:50:00,Av. México,8,72.79,17.06,300.0,23.49,1
2024-01-01 09:00:00,Av. México,9,50.51,42.56,300.0,108.35,6
2024-01-01 09:10:00,Av. México,9,51.98,24.02,300.0,102.04,1
2024-01-01 09:20:00,Av. México,9,50.57,47.95,300.0,109.67,3
2024-01-01 09:30:00,Av. México,9,54.87,21.85,300.0,100.26,3
2024-01-01 09:40:00,Av. México,9,47.87,62.36,300.0,121.99,3
2024-01-01 09:50:00,Av. México,9,46.63,30.8,300.0,122.12,5
2024-01-01 10:00:00,Av. México,10,59.5,17.73,300.0,51.35,0
2024-01-01 10:10:00,Av. México,10,59.34,38.07,300.0,87.36,2
2024-01-01 10:20:00,Av. México,10,55.41,51.39,300.0,86.43,0
2024-01-01 10:30:00,Av. México,10,24.09,52.95,300.0,201.7,3
2024-01-01 10:40:00,Av. México,10,40.06,39.54,300.0,130.18,3
2024-01-01 10:50:00,Av. México,10,70.61,57.52,406.15,26.6,1
2024-01-01 11:00:00,Av. México,11,41.25,5.85,300.0,148.15,7
2024-01-01 11:10:00,Av. México,11,52.07,38.67,300.0,113.95,5
2024-01-01 11:20:00,Av. México,11,38.09,40.94,300.0,158.06,2
2024-01-01 11:30:00,Av. México,11,67.22,34.52,300.0,49.77,0
2024-01-01 11:40:00,Av. México,11,41.98,59.48,300.0,132.78,4
2024-01-01 11:50:00,Av. México,11,36.72,57.79,300.0,169.49,2
2024-01-01 12:00:00,Av. México,12,61.68,54.24,334.56,56.18,0
2024-01-01 12:10:00,Av. México,12,49.47,54.48,300.0,120.04,2
2024-01-01 12:20:00,Av. México,12,71.01,60.9,432.46,41.16,1
2024-01-01 12:30:00,Av. México,12,61.53,43.96,300.0,67.17,1
2024-01-01 12:40:00,Av. México,12,35.88,9.8,300.0,171.23,4
2024-01-01 12:50:00,Av. México,12,56.62,48.1,300.0,81.83,5
2024-01-01 13:00:00,Av. México,13,54.91,51.02,300.0,100.72,4
2024-01-01 13:10:00,Av. México,13,61.73,38.58,300.0,67.64,3
2024-01-01 13:20:00,Av. México,13,54.94,50.85,300.0,116.96,7
2024-01-01 13:30:00,Av. México,13,60.75,36.24,300.0,71.98,3
2024-01-01 13:40:00,Av. México,13,62.88,33.66,300.0,66.81,2
2024-01-01 13:50:00,Av. México,13,35.99,57.95,300.0,158.92,1
2024-01-01 14:00:00,Av. México,14,42.15,49.72,300.0,140.72,5
2024-01-01 14:10:00,Av. México,14,54.2,65.9,357.17,92.77,5
2024-01-01 14:20:00,Av. México,14,34.74,58.94,300.0,164.19,6
2024-01-01 14:30:00,Av. México,14,75.58,30.63,300.0,24.85,1
2024-01-01 14:40:00,Av. México,14,61.16,30.26,300.0,80.13,2
2024-01-01 14:50:00,Av. México,14,56.82,29.25,300.0,68.26,0
2024-01-01 15:00:00,Av. México,15,54.8,19.52,300.0,96.4,3
2024-01-01 15:10:00,Av. México,15,55.77,57.21,319.05,87.83,3
2024-01-01 15:20:00,Av. México,15,35.89,22.38,300.0,160.13,7
2024-01-01 15:30:00,Av. México,15,57.71,37.12,300.0,97.48,2
2024-01-01 15:40:00,Av. México,15,49.72,66.58,331.09,130.14,3
2024-01-01 15:50:00,Av. México,15,45.43,51.49,300.0,141.91,2
2024-01-01 16:00:00,Av. México,16,40.24,26.61,300.0,152.66,5
2024-01-01 16:10:00,Av. México,16,47.79,32.11,300.0,120.65,2
2024-01-01 16:20:00,Av. México,16,25.76,53.26,300.0,210.78,5
2024-01-01 16:30:00,Av. México,16,47.19,16.56,300.0,117.76,5
2024-01-01 16:40:00,Av. México,16,54.66,39.47,300.0,78.86,1
2024-01-01 16:50:00,Av. México,16,61.65,28.98,300.0,60.72,3
2024-01-01 17:00:00,Av. México,17,76.0,36.0,300.0,16.75,0
2024-01-01 17:10:00,Av. México,17,64.86,27.69,300.0,48.48,1
2024-01-01 17:20:00,Av. México,17,63.72,50.11,319.3,78.74,1
2024-01-01 17:30:00,Av. México,17,55.52,43.54,300.0,92.37,1
2024-01-01 17:40:00,Av. México,17,61.2,35.03,300.0,63.41,3
2024-01-01 17:50:00,Av. México,17,62.85,24.71,300.0,69.41,3
2024-01-01 18:00:00,Av. México,18,69.15,20.69,300.0,41.54,1
2024-01-01 18:10:00,Av. México,18,80.0,39.7,317.58,5.05,0
2024-01-01 18:20:00,Av. México,18,71.59,13.16,300.0,40.75,3
2024-01-01 18:30:00,Av. México,18,60.65,29.3,300.0,81.11,3
2024-01-01 18:40:00,Av. México,18,65.31,24.25,300.0,45.52,2
2024-01-01 18:50:00,Av. México,18,75.93,30.62,300.0,17.67,0
2024-01-01 19:00:00,Av. México,19,49.2,46.79,300.0,104.86,3
2024-01-01 19:10:00,Av. México,19,54.28,57.81,313.81,122.33,4
2024-01-01 19:20:00,Av. México,19,52.71,44.56,300.0,120.42,5
2024-01-01 19:30:00,Av. México,19,53.51,32.52,300.0,109.27,3
2024-01-01 19:40:00,Av. México,19,44.35,33.84,300.0,127.07,8
2024-01-01 19:50:00,Av. México,19,29.7,22.31,300.0,200.49,6
2024-01-01 20:00:00,Av. México,20,63.76,55.19,351.87,41.54,0
2024-01-01 20:10:00,Av. México,20,51.26,47.71,300.0,109.58,8
2024-01-01 20:20:00,Av. México,20,32.95,5.85,300.0,177.84,4
2024-01-01 20:30:00,Av. México,20,61.01,44.98,300.0,73.13,2
2024-01-01 20:40:00,Av. México,20,51.96,44.75,300.0,114.04,3
2024-01-01 20:50:00,Av. México,20,44.73,26.34,300.0,133.17,1
2024-01-01 21:00:00,Av. México,21,31.15,35.56,300.0,167.13,6
2024-01-01 21:10:00,Av. México,21,57.79,38.43,300.0,81.59,1
2024-01-01 21:20:00,Av. México,21,50.7,57.43,300.0,100.6,5
2024-01-01 21:30:00,Av. México,21,52.38,5.0,300.0,110.34,6
2024-01-01 21:40:00,Av. México,21,62.22,66.24,412.16,56.54,1
2024-01-01 21:50:00,Av. México,21,57.83,36.15,300.0,59.11,5
2024-01-01 22:00:00,Av. México,22,48.94,37.23,300.0,112.06,1
2024-01-01 22:10:00,Av. México,22,27.92,36.7,300.0,174.61,5
2024-01-01 22:20:00,Av. México,22,60.84,31.34,300.0,76.63,3
2024-01-01 22:30:00,Av. México,22,77.31,26.71,300.0,12.78,0
2024-01-01 22:40:00,Av. México,22,60.76,40.32,300.0,91.16,2
2024-01-01 22:50:00,Av. México,22,49.39,19.33,300.0,96.19,6
2024-01-01 23:00:00,Av. México,23,45.17,42.2,300.0,146.74,3
2024-01-01 23:10:00,Av. México,23,58.97,36.83,300.0,69.0,1
2024-01-01 23:20:00,Av. México,23,47.75,30.25,300.0,122.62,3
2024-01-01 23:30:00,Av. México,23,54.42,50.62,300.0,98.26,5
2024-01-01 23:40:00,Av. México,23,38.56,41.63,300.0,155.06,3
2024-01-01 23:50:00,Av. México,23,47.92,42.4,300.0,110.03,7
2024-01-01 00:00:00,Av. Vallarta,0,60.01,29.94,300.0,88.9,6
2024-01-01 00:10:00,Av. Vallarta,0,47.5,63.78,302.97,129.67,4
2024-01-01 00:20:00,Av. Vallarta,0,46.92,51.69,300.0,137.15,2
2024-01-01 00:30:00,Av. Vallarta,0,63.96,56.65,362.34,48.33,2
2024-01-01 00:40:00,Av. Vallarta,0,49.74,44.2,300.0,105.39,1
2024-01-01 00:50:00,Av. Vallarta,0,54.24,48.19,300.0,96.66,1
2024-01-01 01:00:00,Av. Vallarta,1,49.12,34.45,300.0,113.23,4
2024-01-01 01:10:00,Av. Vallarta,1,65.99,43.59,300.0,61.59,4
2024-01-01 01:20:00,Av. Vallarta,1,34.29,23.1,300.0,159.47,7
2024-01-01 01:30:00,Av. Vallarta,1,51.43,37.48,300.0,102.42,4
2024-01-01 01:40:00,Av. Vallarta,1,48.28,23.38,300.0,116.89,6
2024-01-01 01:50:00,Av. Vallarta,1,73.34,33.02,300.0,23.91,1
2024-01-01 02:00:00,Av. Vallarta,2,52.54,47.02,300.0,113.84,2
2024-01-01 02:10:00,Av. Vallarta,2,50.98,30.02,300.0,117.56,7
2024-01-01 02:20:00,Av. Vallarta,2,35.52,27.36,300.0,173.2,11
2024-01-01 02:30:00,Av. Vallarta,2,42.75,57.49,300.0,137.65,5
2024-01-01 02:40:00,Av. Vallarta,2,69.57,36.38,300.0,48.63,0
2024-01-01 02:50:00,Av. Vallarta,2,61.01,25.43,300.0,57.41,2
2024-01-01 03:00:00,Av. Vallarta,3,44.64,52.85,300.0,137.74,7
2024-01-01 03:10:00,Av. Vallarta,3,57.16,27.7,300.0,85.42,2
2024-01-01 03:20:00,Av. Vallarta,3,42.08,35.38,300.0,123.28,4
2024-01-01 03:30:00,Av. Vallarta,3,52.13,37.58,300.0,97.41,2
2024-01-01 03:40:00,Av. Vallarta,3,58.29,37.09,300.0,78.75,4
2024-01-01 03:50:00,Av. Vallarta,3,29.96,27.18,300.0,191.0,7
2024-01-01 04:00:00,Av. Vallarta,4,58.43,48.39,300.0,83.24,2
2024-01-01 04:10:00,Av. Vallarta,4,63.7,39.62,300.0,43.45,1
2024-01-01 04:20:00,Av. Vallarta,4,44.76,42.29,300.0,123.93,0
2024-01-01 04:30:00,Av. Vallarta,4,61.21,30.61,300.0,70.62,2
2024-01-01 04:40:00,Av. Vallarta,4,58.25,26.99,300.0,74.98,2
2024-01-01 04:50:00,Av. Vallarta,4,46.96,55.41,300.0,117.25,5
2024-01-01 05:00:00,Av. Vallarta,5,49.34,69.73,344.06,130.65,1
2024-01-01 05:10:00,Av. Vallarta,5,36.72,47.83,300.0,154.14,8
2024-01-01 05:20:00,Av. Vallarta,5,48.61,33.25,300.0,117.73,3
2024-01-01 05:30:00,Av. Vallarta,5,56.01,32.38,300.0,88.48,4
2024-01-01 05:40:00,Av. Vallarta,5,46.29,71.56,331.27,123.67,4
2024-01-01 05:50:00,Av. Vallarta,5,53.65,26.96,300.0,110.06,5
2024-01-01 06:00:00,Av. Vallarta,6,44.56,37.56,300.0,133.31,2
2024-01-01 06:10:00,Av. Vallarta,6,39.98,17.12,300.0,138.74,1
2024-01-01 06:20:00,Av. Vallarta,6,47.82,5.0,300.0,128.47,1
2024-01-01 06:30:00,Av. Vallarta,6,25.9,48.07,300.0,202.45,8
2024-01-01 06:40:00,Av. Vallarta,6,56.73,48.88,300.0,83.73,0
2024-01-01 06:50:00,Av. Vallarta,6,44.26,54.71,300.0,126.59,3
2024-01-01 07:00:00,Av. Vallarta,7,77.85,15.18,300.0,14.75,0
2024-01-01 07:10:00,Av. Vallarta,7,73.8,12.3,300.0,14.96,0
2024-01-01 07:20:00,Av. Vallarta,7,55.34,21.57,300.0,109.19,2
2024-01-01 07:30:00,Av. Vallarta,7,63.6,31.01,300.0,63.8,1
2024-01-01 07:40:00,Av. Vallarta,7,48.62,23.66,300.0,113.93,5
2024-01-01 07:50:00,Av. Vallarta,7,60.87,49.01,300.0,61.59,1
2024-01-01 08:00:00,Av. Vallarta,8,61.96,36.15,300.0,77.53,1
2024-01-01 08:10:00,Av. Vallarta,8,64.01,21.13,300.0,80.85,3
2024-01-01 08:20:00,Av. Vallarta,8,80.0,30.85,300.0,0.0,0
2024-01-01 08:30:00,Av. Vallarta,8,60.35,28.69,300.0,87.4,2
2024-01-01 08:40:00,Av. Vallarta,8,62.39,16.55,300.0,70.52,2
